session_id,stage_awareness,stage_consideration,stage_quote,stage_purchase,stage_onboarding,channel,product
72,1,1,0,0,0,paid_search,travel
73,1,1,0,0,0,embedded_partner,motor
74,1,0,0,0,0,aggregator,term
75,1,0,0,0,0,aggregator,motor
76,1,0,0,0,0,paid_search,term
77,1,1,0,0,0,paid_search,health
78,1,1,1,1,1,organic_search,motor
79,1,0,0,0,0,social_media,term
80,1,1,0,0,0,organic_search,term
81,1,1,1,1,1,organic_search,health
82,1,0,0,0,0,paid_search,motor
83,1,1,1,0,0,embedded_partner,motor
84,1,0,0,0,0,aggregator,travel
85,1,1,0,0,0,aggregator,term
86,1,0,0,0,0,aggregator,term
87,1,1,1,0,0,organic_search,term
88,1,0,0,0,0,paid_search,term
89,1,1,0,0,0,aggregator,motor
90,1,0,0,0,0,social_media,health
91,1,0,0,0,0,aggregator,term
92,1,0,0,0,0,organic_search,motor
93,1,1,0,0,0,paid_search,motor
94,1,1,0,0,0,paid_search,health
95,1,0,0,0,0,paid_search,travel
96,1,1,0,0,0,social_media,term
97,1,0,0,0,0,paid_search,motor
98,1,0,0,0,0,aggregator,travel
99,1,0,0,0,0,aggregator,motor
100,1,1,1,0,0,referral,motor
101,1,1,0,0,0,embedded_partner,travel
102,1,0,0,0,0,organic_search,term
103,1,0,0,0,0,paid_search,travel
104,1,1,0,0,0,referral,term
105,1,0,0,0,0,organic_search,term
106,1,0,0,0,0,organic_search,motor
107,1,0,0,0,0,paid_search,motor
108,1,1,0,0,0,paid_search,travel
109,1,1,0,0,0,aggregator,travel
110,1,0,0,0,0,embedded_partner,motor
111,1,0,0,0,0,paid_search,motor
112,1,1,0,0,0,aggregator,motor
113,1,1,0,0,0,paid_search,motor
114,1,0,0,0,0,social_media,travel
115,1,0,0,0,0,aggregator,motor
116,1,1,0,0,0,embedded_partner,health
117,1,0,0,0,0,organic_search,travel
118,1,0,0,0,0,organic_search,health
119,1,0,0,0,0,paid_search,health
120,1,0,0,0,0,social_media,motor
121,1,0,0,0,0,social_media,motor
122,1,1,0,0,0,social_media,motor
123,1,0,0,0,0,aggregator,motor
124,1,1,1,0,0,paid_search,motor
125,1,0,0,0,0,aggregator,motor
126,1,0,0,0,0,social_media,motor
127,1,0,0,0,0,paid_search,motor
128,1,0,0,0,0,aggregator,travel
129,1,0,0,0,0,aggregator,motor
130,1,1,0,0,0,social_media,motor
131,1,0,0,0,0,aggregator,travel
132,1,0,0,0,0,embedded_partner,motor
133,1,1,0,0,0,social_media,health
134,1,0,0,0,0,paid_search,term
135,1,0,0,0,0,social_media,health
136,1,0,0,0,0,aggregator,motor
137,1,0,0,0,0,referral,term
138,1,0,0,0,0,social_media,term
139,1,0,0,0,0,organic_search,motor
140,1,1,0,0,0,aggregator,motor
141,1,0,0,0,0,social_media,motor
142,1,0,0,0,0,social_media,term
143,1,0,0,0,0,referral,motor
144,1,0,0,0,0,social_media,motor
145,1,0,0,0,0,social_media,health
146,1,0,0,0,0,paid_search,travel
147,1,1,0,0,0,paid_search,motor
148,1,1,0,0,0,social_media,motor
149,1,0,0,0,0,paid_search,health
150,1,0,0,0,0,aggregator,term
151,1,1,0,0,0,embedded_partner,health
152,1,1,0,0,0,embedded_partner,travel
153,1,0,0,0,0,aggregator,motor
154,1,0,0,0,0,social_media,motor
155,1,0,0,0,0,aggregator,motor
156,1,1,1,0,0,organic_search,motor
157,1,0,0,0,0,paid_search,health
158,1,1,1,0,0,organic_search,term
159,1,1,0,0,0,organic_search,motor
160,1,1,0,0,0,organic_search,term
161,1,1,1,1,1,aggregator,motor
162,1,0,0,0,0,embedded_partner,health
163,1,0,0,0,0,aggregator,motor
164,1,1,0,0,0,aggregator,health
165,1,0,0,0,0,social_media,motor
166,1,1,0,0,0,paid_search,travel
167,1,0,0,0,0,embedded_partner,travel
168,1,0,0,0,0,embedded_partner,term
169,1,0,0,0,0,paid_search,travel
170,1,1,0,0,0,referral,motor
171,1,1,0,0,0,paid_search,health
172,1,0,0,0,0,social_media,motor
173,1,0,0,0,0,paid_search,travel
174,1,1,1,0,0,referral,motor
175,1,1,0,0,0,aggregator,motor
176,1,1,1,0,0,aggregator,term
177,1,1,0,0,0,paid_search,motor
178,1,0,0,0,0,referral,term
179,1,1,0,0,0,embedded_partner,motor
180,1,1,0,0,0,organic_search,term
181,1,0,0,0,0,embedded_partner,travel
182,1,0,0,0,0,embedded_partner,health
183,1,0,0,0,0,social_media,motor
184,1,0,0,0,0,paid_search,motor
185,1,0,0,0,0,organic_search,motor
186,1,1,1,1,1,organic_search,motor
187,1,1,0,0,0,paid_search,health
188,1,0,0,0,0,aggregator,motor
189,1,1,0,0,0,organic_search,motor
190,1,0,0,0,0,paid_search,motor
191,1,1,0,0,0,referral,travel
192,1,0,0,0,0,aggregator,motor
193,1,0,0,0,0,aggregator,motor
194,1,1,1,0,0,embedded_partner,health
195,1,1,1,1,1,aggregator,motor
196,1,1,0,0,0,aggregator,travel
197,1,0,0,0,0,social_media,motor
198,1,0,0,0,0,embedded_partner,term
199,1,0,0,0,0,aggregator,health
200,1,0,0,0,0,paid_search,term
201,1,1,1,0,0,organic_search,term
202,1,0,0,0,0,referral,term
203,1,0,0,0,0,social_media,health
204,1,0,0,0,0,aggregator,health
205,1,0,0,0,0,aggregator,term
206,1,1,0,0,0,aggregator,health
207,1,0,0,0,0,aggregator,health
208,1,0,0,0,0,organic_search,motor
209,1,1,1,0,0,aggregator,motor
210,1,1,1,0,0,social_media,motor
211,1,1,1,0,0,organic_search,motor
212,1,1,0,0,0,social_media,health
213,1,0,0,0,0,aggregator,motor
214,1,0,0,0,0,embedded_partner,health
215,1,1,0,0,0,organic_search,term
216,1,0,0,0,0,organic_search,health
217,1,0,0,0,0,aggregator,term
218,1,0,0,0,0,aggregator,motor
219,1,1,1,0,0,embedded_partner,motor
220,1,0,0,0,0,paid_search,term
221,1,1,1,1,1,paid_search,term
222,1,1,0,0,0,social_media,term
223,1,1,0,0,0,organic_search,term
224,1,1,1,0,0,referral,term
225,1,1,0,0,0,paid_search,term
226,1,0,0,0,0,embedded_partner,term
227,1,1,1,0,0,aggregator,term
228,1,0,0,0,0,social_media,motor
229,1,0,0,0,0,social_media,motor
230,1,1,1,0,0,aggregator,motor
231,1,0,0,0,0,aggregator,health
232,1,1,0,0,0,paid_search,term
233,1,0,0,0,0,referral,motor
234,1,0,0,0,0,social_media,motor
235,1,1,0,0,0,referral,term
236,1,0,0,0,0,embedded_partner,motor
237,1,1,0,0,0,paid_search,term
238,1,1,0,0,0,organic_search,motor
239,1,0,0,0,0,aggregator,motor
240,1,1,0,0,0,aggregator,health
241,1,0,0,0,0,embedded_partner,motor
242,1,1,0,0,0,organic_search,motor
243,1,1,0,0,0,aggregator,motor
244,1,0,0,0,0,social_media,motor
245,1,0,0,0,0,social_media,motor
246,1,1,0,0,0,embedded_partner,term
247,1,1,0,0,0,social_media,motor
248,1,1,0,0,0,paid_search,motor
249,1,1,0,0,0,paid_search,motor
250,1,1,0,0,0,paid_search,travel
251,1,0,0,0,0,organic_search,term
252,1,0,0,0,0,embedded_partner,travel
253,1,0,0,0,0,paid_search,travel
254,1,1,1,1,1,aggregator,motor
255,1,0,0,0,0,aggregator,term
256,1,1,0,0,0,organic_search,motor
257,1,0,0,0,0,embedded_partner,travel
258,1,0,0,0,0,aggregator,health
259,1,1,0,0,0,aggregator,motor
260,1,0,0,0,0,social_media,travel
261,1,0,0,0,0,aggregator,term
262,1,0,0,0,0,embedded_partner,travel
263,1,1,0,0,0,paid_search,motor
264,1,0,0,0,0,aggregator,motor
265,1,0,0,0,0,embedded_partner,motor
266,1,0,0,0,0,aggregator,health
267,1,0,0,0,0,paid_search,health
268,1,1,0,0,0,aggregator,motor
269,1,0,0,0,0,aggregator,term
270,1,0,0,0,0,aggregator,motor
271,1,0,0,0,0,aggregator,term
272,1,1,0,0,0,aggregator,travel
273,1,0,0,0,0,aggregator,health
274,1,0,0,0,0,social_media,motor
275,1,1,1,0,0,organic_search,motor
276,1,0,0,0,0,paid_search,motor
277,1,0,0,0,0,paid_search,term
278,1,0,0,0,0,social_media,health
279,1,1,0,0,0,embedded_partner,motor
280,1,1,1,0,0,embedded_partner,travel
281,1,1,0,0,0,aggregator,term
282,1,0,0,0,0,aggregator,term
283,1,1,0,0,0,aggregator,health
284,1,1,0,0,0,aggregator,travel
285,1,0,0,0,0,social_media,motor
286,1,0,0,0,0,paid_search,motor
287,1,0,0,0,0,aggregator,travel
288,1,0,0,0,0,paid_search,travel
289,1,0,0,0,0,social_media,health
290,1,0,0,0,0,aggregator,motor
291,1,0,0,0,0,embedded_partner,motor
292,1,1,1,0,0,aggregator,term
293,1,0,0,0,0,embedded_partner,term
294,1,1,0,0,0,aggregator,motor
295,1,1,0,0,0,embedded_partner,motor
296,1,0,0,0,0,embedded_partner,term
297,1,1,0,0,0,referral,term
298,1,0,0,0,0,embedded_partner,health
299,1,0,0,0,0,organic_search,health
300,1,0,0,0,0,social_media,travel
301,1,0,0,0,0,organic_search,motor
302,1,0,0,0,0,aggregator,health
303,1,0,0,0,0,social_media,health
304,1,0,0,0,0,social_media,health
305,1,1,1,1,0,embedded_partner,travel
306,1,0,0,0,0,paid_search,health
307,1,0,0,0,0,paid_search,health
308,1,1,0,0,0,social_media,motor
309,1,0,0,0,0,paid_search,term
310,1,1,0,0,0,aggregator,motor
311,1,0,0,0,0,social_media,motor
312,1,0,0,0,0,paid_search,health
313,1,1,0,0,0,aggregator,health
314,1,0,0,0,0,paid_search,travel
315,1,0,0,0,0,paid_search,term
316,1,1,0,0,0,paid_search,term
317,1,0,0,0,0,paid_search,motor
318,1,1,1,0,0,organic_search,health
319,1,0,0,0,0,paid_search,travel
320,1,0,0,0,0,referral,health
321,1,1,0,0,0,embedded_partner,term
322,1,0,0,0,0,social_media,health
323,1,1,1,1,1,paid_search,motor
324,1,1,0,0,0,social_media,health
325,1,1,1,0,0,embedded_partner,motor
326,1,0,0,0,0,organic_search,motor
327,1,0,0,0,0,embedded_partner,motor
328,1,0,0,0,0,social_media,motor
329,1,1,0,0,0,social_media,motor
330,1,1,0,0,0,paid_search,travel
331,1,0,0,0,0,organic_search,motor
332,1,0,0,0,0,aggregator,term
333,1,1,0,0,0,organic_search,health
334,1,0,0,0,0,embedded_partner,motor
335,1,0,0,0,0,aggregator,motor
336,1,1,0,0,0,social_media,travel
337,1,1,0,0,0,aggregator,health
338,1,1,0,0,0,organic_search,travel
339,1,0,0,0,0,aggregator,motor
340,1,1,1,1,1,referral,term
341,1,0,0,0,0,aggregator,term
342,1,0,0,0,0,referral,travel
343,1,1,0,0,0,embedded_partner,motor
344,1,0,0,0,0,social_media,travel
345,1,1,0,0,0,organic_search,motor
346,1,0,0,0,0,organic_search,term
347,1,1,0,0,0,referral,health
348,1,0,0,0,0,paid_search,health
349,1,0,0,0,0,social_media,motor
350,1,1,0,0,0,aggregator,term
351,1,1,0,0,0,social_media,motor
352,1,0,0,0,0,aggregator,health
353,1,0,0,0,0,social_media,health
354,1,0,0,0,0,social_media,term
355,1,0,0,0,0,paid_search,health
356,1,0,0,0,0,social_media,term
357,1,0,0,0,0,organic_search,health
358,1,0,0,0,0,organic_search,term
359,1,1,0,0,0,social_media,term
360,1,0,0,0,0,social_media,term
361,1,0,0,0,0,referral,term
362,1,0,0,0,0,aggregator,health
363,1,0,0,0,0,aggregator,motor
364,1,1,0,0,0,aggregator,term
365,1,0,0,0,0,organic_search,motor
366,1,0,0,0,0,paid_search,motor
367,1,1,1,0,0,organic_search,term
368,1,1,0,0,0,organic_search,health
369,1,1,0,0,0,paid_search,health
370,1,1,1,0,0,embedded_partner,travel
371,1,1,1,0,0,organic_search,motor
372,1,1,1,0,0,paid_search,motor
373,1,0,0,0,0,paid_search,motor
374,1,0,0,0,0,paid_search,motor
375,1,0,0,0,0,aggregator,term
376,1,0,0,0,0,aggregator,term
377,1,1,0,0,0,referral,health
378,1,0,0,0,0,paid_search,motor
379,1,0,0,0,0,paid_search,health
380,1,1,0,0,0,organic_search,motor
381,1,0,0,0,0,social_media,term
382,1,1,0,0,0,referral,health
383,1,1,0,0,0,organic_search,motor
384,1,0,0,0,0,social_media,term
385,1,1,1,0,0,paid_search,term
386,1,1,0,0,0,referral,motor
387,1,1,1,1,1,organic_search,health
388,1,1,0,0,0,referral,health
389,1,0,0,0,0,aggregator,motor
390,1,1,0,0,0,embedded_partner,motor
391,1,0,0,0,0,social_media,term
392,1,0,0,0,0,aggregator,travel
393,1,0,0,0,0,social_media,health
394,1,1,1,1,0,organic_search,health
395,1,0,0,0,0,aggregator,health
396,1,0,0,0,0,paid_search,health
397,1,1,0,0,0,embedded_partner,motor
398,1,1,0,0,0,paid_search,motor
399,1,1,0,0,0,paid_search,travel
400,1,1,1,1,1,paid_search,term
401,1,0,0,0,0,paid_search,travel
402,1,0,0,0,0,embedded_partner,motor
403,1,0,0,0,0,organic_search,health
404,1,0,0,0,0,aggregator,health
405,1,0,0,0,0,referral,motor
406,1,1,0,0,0,embedded_partner,motor
407,1,0,0,0,0,paid_search,term
408,1,0,0,0,0,embedded_partner,term
409,1,1,1,1,0,aggregator,health
410,1,1,0,0,0,referral,motor
411,1,1,0,0,0,organic_search,health
412,1,1,1,0,0,organic_search,motor
413,1,1,0,0,0,aggregator,motor
414,1,1,1,0,0,embedded_partner,health
415,1,0,0,0,0,aggregator,motor
416,1,0,0,0,0,aggregator,travel
417,1,0,0,0,0,aggregator,health
418,1,1,0,0,0,organic_search,motor
419,1,0,0,0,0,aggregator,motor
420,1,1,0,0,0,embedded_partner,term
421,1,1,0,0,0,organic_search,motor
422,1,0,0,0,0,aggregator,motor
423,1,0,0,0,0,aggregator,health
424,1,0,0,0,0,aggregator,motor
425,1,0,0,0,0,social_media,health
426,1,1,0,0,0,embedded_partner,health
427,1,0,0,0,0,aggregator,motor
428,1,0,0,0,0,embedded_partner,term
429,1,0,0,0,0,aggregator,health
430,1,1,0,0,0,embedded_partner,health
431,1,0,0,0,0,embedded_partner,motor
432,1,1,0,0,0,organic_search,health
433,1,1,0,0,0,organic_search,motor
434,1,1,1,0,0,embedded_partner,health
435,1,0,0,0,0,aggregator,motor
436,1,0,0,0,0,aggregator,travel
437,1,1,0,0,0,aggregator,motor
438,1,0,0,0,0,social_media,travel
439,1,0,0,0,0,organic_search,travel
440,1,0,0,0,0,social_media,health
441,1,0,0,0,0,embedded_partner,motor
442,1,0,0,0,0,aggregator,motor
443,1,0,0,0,0,organic_search,travel
444,1,0,0,0,0,aggregator,health
445,1,0,0,0,0,paid_search,health
446,1,0,0,0,0,organic_search,motor
447,1,1,0,0,0,referral,term
448,1,0,0,0,0,social_media,motor
449,1,0,0,0,0,aggregator,motor
450,1,0,0,0,0,social_media,motor
451,1,0,0,0,0,aggregator,health
452,1,0,0,0,0,embedded_partner,travel
453,1,0,0,0,0,organic_search,term
454,1,1,0,0,0,aggregator,motor
455,1,0,0,0,0,aggregator,motor
456,1,0,0,0,0,aggregator,term
457,1,1,1,1,1,referral,health
458,1,1,0,0,0,paid_search,motor
459,1,0,0,0,0,organic_search,motor
460,1,0,0,0,0,social_media,health
461,1,0,0,0,0,social_media,travel
462,1,0,0,0,0,aggregator,term
463,1,1,0,0,0,referral,motor
464,1,1,0,0,0,paid_search,term
465,1,0,0,0,0,social_media,motor
466,1,1,0,0,0,organic_search,travel
467,1,0,0,0,0,social_media,motor
468,1,1,0,0,0,referral,motor
469,1,1,0,0,0,aggregator,health
470,1,0,0,0,0,social_media,motor
471,1,1,1,1,0,paid_search,motor
472,1,1,0,0,0,social_media,health
473,1,0,0,0,0,aggregator,term
474,1,0,0,0,0,aggregator,term
475,1,0,0,0,0,paid_search,motor
476,1,0,0,0,0,paid_search,motor
477,1,1,0,0,0,paid_search,health
478,1,0,0,0,0,social_media,health
479,1,0,0,0,0,social_media,motor
480,1,0,0,0,0,paid_search,travel
481,1,0,0,0,0,paid_search,travel
482,1,1,1,1,0,aggregator,motor
483,1,1,0,0,0,social_media,term
484,1,1,0,0,0,paid_search,health
485,1,0,0,0,0,aggregator,motor
486,1,1,1,0,0,paid_search,health
487,1,1,0,0,0,social_media,motor
488,1,0,0,0,0,aggregator,motor
489,1,0,0,0,0,social_media,travel
490,1,0,0,0,0,social_media,health
491,1,0,0,0,0,organic_search,motor
492,1,0,0,0,0,social_media,health
493,1,0,0,0,0,organic_search,travel
494,1,1,0,0,0,paid_search,health
495,1,0,0,0,0,organic_search,travel
496,1,0,0,0,0,social_media,travel
497,1,0,0,0,0,paid_search,motor
498,1,0,0,0,0,social_media,term
499,1,0,0,0,0,paid_search,term
500,1,0,0,0,0,social_media,term
501,1,1,0,0,0,organic_search,motor
502,1,0,0,0,0,embedded_partner,motor
503,1,1,0,0,0,embedded_partner,motor
504,1,0,0,0,0,social_media,health
505,1,0,0,0,0,social_media,term
506,1,0,0,0,0,organic_search,term
507,1,1,0,0,0,paid_search,health
508,1,0,0,0,0,embedded_partner,motor
509,1,1,0,0,0,social_media,motor
510,1,1,1,0,0,aggregator,term
511,1,0,0,0,0,aggregator,health
512,1,0,0,0,0,embedded_partner,term
513,1,1,0,0,0,aggregator,motor
514,1,0,0,0,0,paid_search,health
515,1,0,0,0,0,paid_search,travel
516,1,1,1,0,0,aggregator,motor
517,1,0,0,0,0,paid_search,motor
518,1,1,1,0,0,organic_search,term
519,1,0,0,0,0,aggregator,health
520,1,0,0,0,0,embedded_partner,travel
521,1,0,0,0,0,embedded_partner,travel
522,1,0,0,0,0,paid_search,term
523,1,0,0,0,0,aggregator,motor
524,1,0,0,0,0,social_media,health
525,1,1,0,0,0,aggregator,travel
526,1,0,0,0,0,paid_search,health
527,1,1,1,0,0,referral,travel
528,1,0,0,0,0,referral,term
529,1,1,0,0,0,organic_search,motor
530,1,0,0,0,0,paid_search,health
531,1,1,1,0,0,organic_search,term
532,1,1,0,0,0,organic_search,motor
533,1,0,0,0,0,paid_search,motor
534,1,0,0,0,0,social_media,term
535,1,0,0,0,0,aggregator,motor
536,1,0,0,0,0,aggregator,motor
537,1,0,0,0,0,social_media,term
538,1,1,1,0,0,aggregator,term
539,1,1,0,0,0,aggregator,health
540,1,0,0,0,0,embedded_partner,travel
541,1,1,1,1,1,referral,travel
542,1,0,0,0,0,social_media,health
543,1,0,0,0,0,embedded_partner,motor
544,1,1,0,0,0,referral,term
545,1,0,0,0,0,aggregator,motor
546,1,1,1,1,1,paid_search,term
547,1,1,0,0,0,paid_search,health
548,1,1,1,1,1,aggregator,motor
549,1,1,1,1,0,organic_search,health
550,1,1,1,0,0,paid_search,health
551,1,1,0,0,0,paid_search,travel
552,1,1,0,0,0,aggregator,motor
553,1,0,0,0,0,aggregator,travel
554,1,0,0,0,0,embedded_partner,motor
555,1,1,0,0,0,aggregator,term
556,1,1,0,0,0,aggregator,travel
557,1,1,0,0,0,paid_search,motor
558,1,0,0,0,0,social_media,motor
559,1,0,0,0,0,social_media,term
560,1,0,0,0,0,social_media,term
561,1,1,0,0,0,aggregator,motor
562,1,0,0,0,0,aggregator,health
563,1,1,1,0,0,embedded_partner,term
564,1,0,0,0,0,social_media,motor
565,1,0,0,0,0,social_media,health
566,1,1,0,0,0,organic_search,health
567,1,0,0,0,0,organic_search,motor
568,1,1,0,0,0,aggregator,term
569,1,0,0,0,0,paid_search,motor
570,1,1,0,0,0,social_media,travel
571,1,1,1,0,0,paid_search,health
572,1,0,0,0,0,embedded_partner,health
573,1,1,0,0,0,social_media,health
574,1,1,0,0,0,organic_search,health
575,1,1,0,0,0,embedded_partner,term
576,1,0,0,0,0,social_media,term
577,1,1,0,0,0,embedded_partner,term
578,1,1,0,0,0,social_media,health
579,1,1,0,0,0,embedded_partner,motor
580,1,1,0,0,0,paid_search,motor
581,1,0,0,0,0,social_media,term
582,1,0,0,0,0,social_media,health
583,1,0,0,0,0,aggregator,health
584,1,0,0,0,0,paid_search,health
585,1,0,0,0,0,embedded_partner,health
586,1,0,0,0,0,social_media,term
587,1,1,0,0,0,aggregator,health
588,1,0,0,0,0,paid_search,travel
589,1,0,0,0,0,aggregator,motor
590,1,0,0,0,0,aggregator,health
591,1,1,0,0,0,embedded_partner,motor
592,1,1,0,0,0,paid_search,term
593,1,0,0,0,0,paid_search,health
594,1,1,0,0,0,social_media,health
595,1,0,0,0,0,aggregator,term
596,1,0,0,0,0,paid_search,health
597,1,0,0,0,0,organic_search,motor
598,1,0,0,0,0,social_media,health
599,1,1,0,0,0,referral,motor
600,1,0,0,0,0,social_media,travel
601,1,1,1,0,0,social_media,term
602,1,0,0,0,0,organic_search,term
603,1,0,0,0,0,embedded_partner,travel
604,1,1,1,0,0,organic_search,term
605,1,1,0,0,0,referral,health
606,1,1,0,0,0,organic_search,motor
607,1,0,0,0,0,embedded_partner,motor
608,1,1,0,0,0,aggregator,travel
609,1,1,0,0,0,organic_search,travel
610,1,0,0,0,0,paid_search,term
611,1,0,0,0,0,social_media,motor
612,1,1,1,1,0,organic_search,motor
613,1,1,0,0,0,referral,travel
614,1,1,0,0,0,referral,motor
615,1,0,0,0,0,paid_search,health
616,1,1,0,0,0,organic_search,motor
617,1,1,0,0,0,organic_search,motor
618,1,0,0,0,0,paid_search,term
619,1,0,0,0,0,aggregator,travel
620,1,0,0,0,0,aggregator,term
621,1,1,0,0,0,organic_search,health
622,1,0,0,0,0,social_media,health
623,1,0,0,0,0,referral,travel
624,1,1,0,0,0,paid_search,health
625,1,1,1,0,0,referral,health
626,1,1,0,0,0,paid_search,term
627,1,1,0,0,0,organic_search,motor
628,1,0,0,0,0,aggregator,motor
629,1,0,0,0,0,social_media,travel
630,1,0,0,0,0,embedded_partner,health
631,1,1,0,0,0,embedded_partner,motor
632,1,0,0,0,0,embedded_partner,motor
633,1,0,0,0,0,aggregator,travel
634,1,0,0,0,0,paid_search,health
635,1,0,0,0,0,aggregator,health
636,1,1,0,0,0,aggregator,motor
637,1,0,0,0,0,organic_search,travel
638,1,0,0,0,0,organic_search,travel
639,1,0,0,0,0,organic_search,health
640,1,0,0,0,0,embedded_partner,motor
641,1,0,0,0,0,organic_search,term
642,1,0,0,0,0,embedded_partner,term
643,1,1,0,0,0,aggregator,term
644,1,1,0,0,0,aggregator,travel
645,1,0,0,0,0,social_media,health
646,1,1,1,0,0,embedded_partner,motor
647,1,0,0,0,0,aggregator,health
648,1,1,0,0,0,social_media,term
649,1,1,0,0,0,organic_search,motor
650,1,0,0,0,0,aggregator,motor
651,1,0,0,0,0,paid_search,term
652,1,0,0,0,0,embedded_partner,health
653,1,0,0,0,0,organic_search,term
654,1,0,0,0,0,aggregator,motor
655,1,0,0,0,0,embedded_partner,motor
656,1,1,0,0,0,paid_search,motor
657,1,0,0,0,0,embedded_partner,term
658,1,1,0,0,0,paid_search,term
659,1,0,0,0,0,social_media,health
660,1,1,0,0,0,paid_search,health
661,1,0,0,0,0,paid_search,motor
662,1,1,0,0,0,embedded_partner,term
663,1,1,0,0,0,aggregator,travel
664,1,0,0,0,0,aggregator,term
665,1,0,0,0,0,paid_search,motor
666,1,1,1,1,1,organic_search,health
667,1,1,0,0,0,embedded_partner,motor
668,1,1,1,1,0,referral,motor
669,1,1,0,0,0,paid_search,motor
670,1,1,0,0,0,paid_search,motor
671,1,0,0,0,0,aggregator,motor
672,1,0,0,0,0,social_media,term
673,1,1,1,0,0,referral,motor
674,1,1,1,1,1,organic_search,term
675,1,0,0,0,0,social_media,travel
676,1,1,0,0,0,paid_search,health
677,1,0,0,0,0,embedded_partner,health
678,1,1,1,0,0,social_media,term
679,1,1,0,0,0,aggregator,motor
680,1,0,0,0,0,paid_search,health
681,1,1,0,0,0,aggregator,health
682,1,1,0,0,0,aggregator,term
683,1,0,0,0,0,aggregator,term
684,1,1,0,0,0,paid_search,term
685,1,1,0,0,0,social_media,term
686,1,0,0,0,0,paid_search,health
687,1,0,0,0,0,paid_search,term
688,1,0,0,0,0,referral,travel
689,1,1,0,0,0,organic_search,health
690,1,0,0,0,0,social_media,travel
691,1,1,0,0,0,paid_search,travel
692,1,1,0,0,0,embedded_partner,health
693,1,0,0,0,0,aggregator,motor
694,1,1,0,0,0,paid_search,motor
695,1,1,1,0,0,embedded_partner,term
696,1,1,0,0,0,social_media,motor
697,1,1,0,0,0,organic_search,health
698,1,1,1,0,0,social_media,health
699,1,1,0,0,0,organic_search,travel
700,1,0,0,0,0,paid_search,term
701,1,1,0,0,0,aggregator,term
702,1,1,0,0,0,paid_search,health
703,1,0,0,0,0,aggregator,motor
704,1,1,1,0,0,embedded_partner,term
705,1,0,0,0,0,paid_search,motor
706,1,0,0,0,0,social_media,health
707,1,0,0,0,0,organic_search,travel
708,1,0,0,0,0,organic_search,health
709,1,0,0,0,0,paid_search,health
710,1,0,0,0,0,social_media,term
711,1,1,0,0,0,referral,term
712,1,1,0,0,0,organic_search,health
713,1,0,0,0,0,embedded_partner,health
